,latitude,longitude,color
10838,40.787841,-73.971038,#aa000088
10839,40.770437,-73.875262,#00aa0088
10840,40.763068,-73.973464,#aa000088
10841,40.760629,-74.002782,#00aa0088
10842,40.757112,-73.978225,#aa000088
10843,40.731216,-73.979002,#00aa0088
10844,40.724382,-73.993061,#aa000088
10845,40.728895,-74.008428,#00aa0088
10846,40.744703,-74.002609,#aa000088
10847,40.733497,-74.002959,#00aa0088
10848,40.751074,-73.978329,#aa000088
10849,40.737181,-73.988561,#00aa0088
10850,40.750468,-73.975084,#aa000088
10851,40.779103,-73.959807,#00aa0088
10852,40.773792,-73.983776,#aa000088
10853,40.787664,-73.978447,#00aa0088
10854,40.772947,-73.885224,#aa000088
10855,40.71376,-74.014742,#00aa0088
10856,40.744857,-73.980768,#aa000088
10857,40.772423,-73.955766,#00aa0088
10858,40.767164,-73.956866,#aa000088
10859,40.759067,-73.972745,#00aa0088
10860,40.721609,-73.988554,#aa000088
10861,40.707703,-73.946993,#00aa0088
10862,40.759167,-73.976648,#aa000088
10863,40.708163,-74.006335,#00aa0088
10864,40.803629,-73.967372,#aa000088
10865,40.778139,-73.980599,#00aa0088
10866,40.720018,-74.008631,#aa000088
10867,40.73225,-73.992228,#00aa0088
10868,40.791187,-73.953131,#aa000088
10869,40.753692,-73.988273,#00aa0088
10870,40.784396,-73.954173,#aa000088
10871,40.743128,-73.988724,#00aa0088
10872,40.742682,-74.004118,#aa000088
10873,40.759561,-73.96677,#00aa0088
10874,40.767928,-73.964357,#aa000088
10875,40.775048,-73.953919,#00aa0088
10876,40.734802,-74.000156,#aa000088
10877,40.727253,-73.993815,#00aa0088
10878,40.740166,-73.986154,#aa000088
10879,40.756053,-73.976191,#00aa0088
10880,40.757135,-73.967983,#aa000088
10881,40.743953,-73.985449,#00aa0088
10882,40.756787,-73.98522,#aa000088
10883,40.716014,-74.00873,#00aa0088
10884,40.730094,-73.992813,#aa000088
10885,40.688163,-73.946901,#00aa0088
10886,40.784326,-73.947231,#aa000088
10887,40.760891,-73.958239,#00aa0088
10888,40.748346,-73.989663,#aa000088
10889,40.748569,-73.907786,#00aa0088
10890,40.732648,-73.987795,#aa000088
10891,40.744257,-73.999276,#00aa0088
10892,40.784232,-73.979612,#aa000088
10893,40.781942,-73.973122,#00aa0088
10894,40.724972,-74.002741,#aa000088
10895,40.716143,-74.009063,#00aa0088
10896,40.761184,-73.990737,#aa000088
10897,40.7433,-73.989208,#00aa0088
10898,40.739689,-73.993436,#aa000088
10899,40.701606,-74.01263,#00aa0088
10900,40.759983,-73.970868,#aa000088
10901,40.767515,-73.966339,#00aa0088
10902,40.738084,-73.996482,#aa000088
10903,40.724604,-73.99334,#00aa0088
10904,40.758653,-73.978974,#aa000088
10905,40.763985,-73.973168,#00aa0088
10906,40.752239,-73.979993,#aa000088
10907,40.743865,-73.976655,#00aa0088
10908,40.751162,-74.005987,#aa000088
10909,40.750668,-73.994556,#00aa0088
10910,40.756301,-73.964213,#aa000088
10911,40.775019,-73.979224,#00aa0088
10912,40.719686,-73.986093,#aa000088
10913,40.729069,-73.990835,#00aa0088
10914,40.757013,-73.993367,#aa000088
10915,40.744192,-73.976287,#00aa0088
10916,40.761464,-73.973027,#aa000088
10917,40.781206,-73.958383,#00aa0088
10918,40.746587,-73.97156,#aa000088
10919,40.773962,-73.946315,#00aa0088
10920,40.776305,-73.94699,#aa000088
10921,40.771357,-73.982075,#00aa0088
10922,40.743882,-73.973272,#aa000088
10923,40.741028,-73.990032,#00aa0088
10924,40.76526,-73.969851,#aa000088
10925,40.771739,-73.967368,#00aa0088
10926,40.78124,-73.979816,#aa000088
10927,40.77889,-73.958083,#00aa0088
10928,40.75235,-73.970425,#aa000088
10929,40.704396,-74.008587,#00aa0088
10930,40.763482,-73.962453,#aa000088
10931,40.742657,-73.982576,#00aa0088
10932,40.769655,-73.961153,#aa000088
10933,40.761833,-73.974795,#00aa0088
10934,40.749816,-73.988061,#aa000088
10935,40.770277,-73.957752,#00aa0088
10936,40.767271,-73.99371,#aa000088
10937,40.749742,-73.997448,#00aa0088
10938,40.746413,-74.001568,#aa000088
10939,40.697364,-73.946746,#00aa0088
10940,40.704978,-74.01558,#aa000088
10941,40.770467,-73.962286,#00aa0088
10942,40.737529,-73.979744,#aa000088
10943,40.741362,-73.98899,#00aa0088
10944,40.720455,-74.005111,#aa000088
10945,40.71117,-74.005291,#00aa0088
10946,40.729821,-73.957573,#aa000088
10947,40.715637,-73.9541,#00aa0088
10948,40.78002,-73.981348,#aa000088
10949,40.744688,-73.975918,#00aa0088
10950,40.73837,-73.983402,#aa000088
10951,40.750458,-73.98324,#00aa0088
10952,40.778291,-73.981898,#aa000088
10953,40.786648,-73.970716,#00aa0088
10954,40.742754,-73.985008,#aa000088
10955,40.739604,-73.986959,#00aa0088
10956,40.74944,-73.984309,#aa000088
10957,40.775658,-73.950303,#00aa0088
10958,40.769476,-73.991878,#aa000088
10959,40.749524,-73.982938,#00aa0088
10960,40.726845,-73.992938,#aa000088
10961,40.745378,-74.005903,#00aa0088
10962,40.772003,-73.946866,#aa000088
10963,40.757034,-73.977722,#00aa0088
10964,40.712164,-74.00839,#aa000088
10965,40.716759,-74.014978,#00aa0088
10966,40.782608,-73.973212,#aa000088
10967,40.804313,-73.966765,#00aa0088
10968,40.752807,-73.971895,#aa000088
10969,40.774993,-73.957015,#00aa0088
10970,40.761554,-73.986589,#aa000088
10971,40.750137,-73.991147,#00aa0088
10972,40.744869,-73.991291,#aa000088
10973,40.772431,-73.96671,#00aa0088
10974,40.740587,-73.989485,#aa000088
10975,40.744532,-74.000465,#00aa0088
10976,40.734348,-73.980463,#aa000088
10977,40.749367,-73.994356,#00aa0088
10978,40.728151,-73.982089,#aa000088
10979,40.721415,-73.99226,#00aa0088
10980,40.762478,-73.964459,#aa000088
10981,40.771893,-73.990552,#00aa0088
10982,40.756362,-73.988092,#aa000088
10983,40.775347,-73.954046,#00aa0088
10984,40.772441,-73.946632,#aa000088
10985,40.758267,-73.971613,#00aa0088
10986,40.769858,-73.966775,#aa000088
10987,40.786841,-73.950275,#00aa0088
10988,40.737169,-73.990568,#aa000088
10989,40.746332,-74.000815,#00aa0088
10990,40.763892,-73.96196,#aa000088
10991,40.760215,-73.991434,#00aa0088
10992,40.7723,-73.982585,#aa000088
10993,40.772595,-73.957424,#00aa0088
10994,40.774057,-73.988803,#aa000088
10995,40.748627,-74.008134,#00aa0088
10996,40.765829,-73.990805,#aa000088
10997,40.80492,-73.965905,#00aa0088
10998,40.704561,-74.008785,#aa000088
10999,40.758595,-73.975535,#00aa0088
11000,40.707949,-74.013714,#aa000088
11001,40.754767,-73.973696,#00aa0088
11002,40.718628,-73.989021,#aa000088
11003,40.713172,-73.956834,#00aa0088
11004,40.73767,-73.980127,#aa000088
11005,40.781553,-73.957942,#00aa0088
11006,40.73828,-73.983598,#aa000088
11007,40.746153,-74.001025,#00aa0088
11008,40.741446,-73.989935,#aa000088
11009,40.750396,-74.002308,#00aa0088
11010,40.742724,-73.980574,#aa000088
11011,40.748376,-73.994139,#00aa0088
11012,40.766223,-73.95407,#aa000088
11013,40.780025,-73.956332,#00aa0088
11014,40.73852,-73.985353,#aa000088
11015,40.736152,-73.976494,#00aa0088
11016,40.782046,-73.955382,#aa000088
11017,40.764812,-73.956659,#00aa0088
11018,40.795823,-73.971139,#aa000088
11019,40.778866,-73.979921,#00aa0088
11020,40.758902,-73.96984,#aa000088
11021,40.733422,-73.98925,#00aa0088
11022,40.772521,-73.982022,#aa000088
11023,40.757545,-73.978412,#00aa0088
11024,40.751427,-73.980398,#aa000088
11025,40.739969,-73.992765,#00aa0088
11026,40.730428,-73.983358,#aa000088
11027,40.799789,-73.954246,#00aa0088
11028,40.714193,-74.013013,#aa000088
11029,40.762829,-73.982128,#00aa0088
11030,40.748669,-73.988706,#aa000088
11031,40.752047,-73.993801,#00aa0088
11032,40.753562,-73.969611,#aa000088
11033,40.743386,-73.976916,#00aa0088
11034,40.758334,-73.971353,#aa000088
11035,40.749757,-73.991807,#00aa0088
11036,40.786029,-73.950919,#aa000088
11037,40.806332,-73.955398,#00aa0088
11038,40.7604,-73.972777,#aa000088
11039,40.774187,-73.961422,#00aa0088
11040,40.687134,-73.974626,#aa000088
11041,40.71608,-73.951936,#00aa0088
11042,40.773677,-73.870877,#aa000088
11043,40.771572,-73.956331,#00aa0088
11044,40.755175,-73.970276,#aa000088
11045,40.752371,-73.983895,#00aa0088
11046,40.756776,-73.986615,#aa000088
11047,40.762952,-73.996802,#00aa0088
11048,40.746055,-73.988503,#aa000088
11049,40.740631,-74.007722,#00aa0088
11050,40.785471,-73.953461,#aa000088
11051,40.7643,-73.973923,#00aa0088
11052,40.778048,-73.95173,#aa000088
11053,40.759169,-73.915598,#00aa0088
11054,40.742859,-73.977456,#aa000088
11055,40.732052,-73.985278,#00aa0088
11056,40.77222,-73.955826,#aa000088
11057,40.750846,-73.970491,#00aa0088
11058,40.767909,-73.962037,#aa000088
11059,40.759751,-73.963451,#00aa0088
11060,40.763042,-73.972615,#aa000088
11061,40.773378,-73.980537,#00aa0088
11062,40.704433,-74.008814,#aa000088
11063,40.720937,-73.997821,#00aa0088
11064,40.784703,-73.979552,#aa000088
11065,40.77373,-73.989053,#00aa0088
11066,40.729174,-73.990119,#aa000088
11067,40.752441,-73.984764,#00aa0088
11068,40.753438,-73.974724,#aa000088
11069,40.744723,-73.975739,#00aa0088
11070,40.755755,-73.972247,#aa000088
11071,40.771064,-73.952178,#00aa0088
11072,40.75334,-73.984737,#aa000088
11073,40.747115,-73.975579,#00aa0088
11074,40.725124,-73.99935,#aa000088
11075,40.725288,-73.94066,#00aa0088
11076,40.758217,-73.970821,#aa000088
11077,40.758972,-73.993794,#00aa0088
11078,40.722729,-74.008054,#aa000088
11079,40.70637,-73.920651,#00aa0088
11080,40.738063,-73.97392,#aa000088
11081,40.813897,-73.936731,#00aa0088
11082,40.740895,-73.983809,#aa000088
11083,40.753871,-73.98026,#00aa0088
11084,40.750229,-73.979161,#aa000088
11085,40.760351,-73.97172,#00aa0088
11086,40.724213,-73.982655,#aa000088
11087,40.730163,-74.000427,#00aa0088
11088,40.78136,-73.97995,#aa000088
11089,40.749975,-73.994514,#00aa0088
11090,40.768287,-73.967952,#aa000088
11091,40.778178,-73.962505,#00aa0088
11092,40.805449,-73.962201,#aa000088
11093,40.802657,-73.95524,#00aa0088
11094,40.726716,-73.995901,#aa000088
11095,40.73042,-74.006906,#00aa0088
11096,40.764844,-73.984294,#aa000088
11097,40.768072,-73.86137,#00aa0088
11098,40.760086,-73.98047,#aa000088
11099,40.765283,-73.991167,#00aa0088
11100,40.761931,-73.978432,#aa000088
11101,40.762232,-73.968385,#00aa0088
11102,40.725197,-73.992348,#aa000088
11103,40.719414,-73.985944,#00aa0088
11104,40.751947,-73.977341,#aa000088
11105,40.798188,-73.960169,#00aa0088
11106,40.778869,-73.982763,#aa000088
11107,40.795733,-73.972871,#00aa0088
11108,40.750602,-73.994256,#aa000088
11109,40.770729,-73.987405,#00aa0088
11110,40.750262,-73.992103,#aa000088
11111,40.764943,-73.966336,#00aa0088
11112,40.736828,-73.98878,#aa000088
11113,40.763857,-73.982765,#00aa0088
11114,40.752255,-73.977684,#aa000088
11115,40.758058,-74.000477,#00aa0088
11116,40.75124,-73.994109,#aa000088
11117,40.745761,-73.978449,#00aa0088
11118,40.734551,-74.001597,#aa000088
11119,40.731824,-73.991213,#00aa0088
11120,40.773639,-73.959891,#aa000088
11121,40.742789,-73.992505,#00aa0088
11122,40.750212,-73.991282,#aa000088
11123,40.777698,-73.951074,#00aa0088
11124,40.730736,-73.98921,#aa000088
11125,40.707898,-73.956542,#00aa0088
11126,40.745266,-74.007765,#aa000088
11127,40.742982,-73.986178,#00aa0088
11128,40.713922,-73.949333,#aa000088
11129,40.700324,-73.946089,#00aa0088
11130,40.774654,-73.961159,#aa000088
11131,40.764748,-73.988137,#00aa0088
11132,40.742057,-73.993327,#aa000088
11133,40.752875,-73.978283,#00aa0088
11134,40.766072,-73.98017,#aa000088
11135,40.76182,-73.970138,#00aa0088
11136,40.758669,-73.972044,#aa000088
11137,40.759668,-73.965824,#00aa0088
11138,40.776477,-73.989442,#aa000088
11139,40.738078,-73.997714,#00aa0088
11140,40.762052,-73.989898,#aa000088
11141,40.714424,-73.986975,#00aa0088
11142,40.739774,-73.995077,#aa000088
11143,40.719567,-74.001599,#00aa0088
11144,40.757905,-73.988981,#aa000088
11145,40.761442,-73.97113,#00aa0088
11146,40.765089,-73.978996,#aa000088
11147,40.757042,-73.969709,#00aa0088
11148,40.760754,-73.961034,#aa000088
11149,40.753292,-73.969934,#00aa0088
11150,40.732015,-73.982102,#aa000088
11151,40.742712,-73.992228,#00aa0088
11152,40.751162,-73.993924,#aa000088
11153,40.759284,-73.994669,#00aa0088
11154,40.741492,-73.993613,#aa000088
11155,40.698986,-73.928738,#00aa0088
11156,40.736156,-73.993059,#aa000088
11157,40.753038,-73.99286,#00aa0088
11158,40.724975,-73.995684,#aa000088
11159,40.756345,-73.970927,#00aa0088
11160,40.737942,-73.996398,#aa000088
11161,40.743714,-73.979656,#00aa0088
11162,40.760491,-73.97566,#aa000088
11163,40.778828,-73.976409,#00aa0088
11164,40.714121,-73.955782,#aa000088
11165,40.773635,-73.96197,#00aa0088
11166,40.755688,-73.97482,#aa000088
11167,40.768227,-73.982379,#00aa0088
11168,40.774277,-73.982062,#aa000088
11169,40.796095,-73.967063,#00aa0088
11170,40.752169,-74.004743,#aa000088
11171,40.753821,-73.974133,#00aa0088
11172,40.714564,-73.990538,#aa000088
11173,40.722653,-73.984808,#00aa0088
11174,40.773947,-73.988911,#aa000088
11175,40.752659,-73.981156,#00aa0088
11176,40.778935,-73.962417,#aa000088
11177,40.766268,-73.971578,#00aa0088
11178,40.74377,-73.983948,#aa000088
11179,40.797052,-73.937991,#00aa0088
11180,40.7621,-73.96863,#aa000088
11181,40.713866,-73.961573,#00aa0088
11182,40.774816,-73.913443,#aa000088
11183,40.756104,-74.001927,#00aa0088
11184,40.758669,-74.003001,#aa000088
11185,40.759249,-74.010065,#00aa0088
11186,40.756037,-73.983352,#aa000088
11187,40.778808,-73.956357,#00aa0088
11188,40.723094,-73.944571,#aa000088
11189,40.732177,-74.000802,#00aa0088
11190,40.757927,-73.970577,#aa000088
11191,40.743899,-73.981451,#00aa0088
11192,40.74319,-73.980103,#aa000088
11193,40.727346,-73.95578,#00aa0088
11194,40.679864,-73.995137,#aa000088
11195,40.770733,-73.953913,#00aa0088
11196,40.733342,-73.987476,#aa000088
11197,40.709111,-73.943488,#00aa0088
11198,40.758885,-73.972793,#aa000088
11199,40.724532,-73.993874,#00aa0088
11200,40.746871,-73.993564,#aa000088
11201,40.768713,-73.987721,#00aa0088
11202,40.751345,-73.994096,#aa000088
11203,40.774944,-73.982154,#00aa0088
11204,40.763547,-73.972983,#aa000088
11205,40.781057,-73.953129,#00aa0088
11206,40.761366,-73.969304,#aa000088
11207,40.774903,-73.958667,#00aa0088
11208,40.761675,-73.978891,#aa000088
11209,40.762828,-74.001212,#00aa0088
11210,40.756328,-73.970441,#aa000088
11211,40.775043,-73.948698,#00aa0088
11212,40.732275,-74.000491,#aa000088
11213,40.761939,-73.97911,#00aa0088
11214,40.742585,-73.996761,#aa000088
11215,40.727958,-73.993446,#00aa0088
11216,40.770605,-73.866687,#aa000088
11217,40.702563,-74.01143,#00aa0088
11218,40.749353,-73.993073,#aa000088
11219,40.758259,-73.966671,#00aa0088
11220,40.747131,-73.993549,#aa000088
11221,40.72756,-73.988434,#00aa0088
11222,40.752016,-73.978068,#aa000088
11223,40.734076,-74.006451,#00aa0088
11224,40.711501,-74.015432,#aa000088
11225,40.742512,-74.004655,#00aa0088
11226,40.747649,-74.004726,#aa000088
11227,40.679406,-73.992296,#00aa0088
11228,40.740017,-74.002184,#aa000088
11229,40.740039,-73.991444,#00aa0088
11230,40.763979,-73.964864,#aa000088
11231,40.775106,-73.956779,#00aa0088
11232,40.776388,-73.9601,#aa000088
11233,40.756879,-73.978424,#00aa0088
11234,40.725349,-73.992146,#aa000088
11235,40.73853,-73.983368,#00aa0088
11236,40.760661,-73.976014,#aa000088
11237,40.723697,-73.982201,#00aa0088
11238,40.754133,-73.976117,#aa000088
11239,40.79551,-73.963687,#00aa0088
11240,40.761729,-73.97929,#aa000088
11241,40.785814,-73.970507,#00aa0088
11242,40.757814,-73.978807,#aa000088
11243,40.732764,-73.988266,#00aa0088
11244,40.764929,-73.958006,#aa000088
11245,40.801876,-73.934189,#00aa0088
11246,40.7187,-73.988259,#aa000088
11247,40.779937,-73.950244,#00aa0088
11248,40.764617,-73.995724,#aa000088
11249,40.746837,-73.980874,#00aa0088
11250,40.786381,-73.968616,#aa000088
11251,40.777078,-73.981432,#00aa0088
11252,40.758317,-73.970372,#aa000088
11253,40.766205,-73.94656,#00aa0088
11254,40.741509,-74.007058,#aa000088
11255,40.756413,-73.997762,#00aa0088
11256,40.672201,-73.987118,#aa000088
11257,40.731624,-74.000981,#00aa0088
11258,40.755836,-73.987619,#aa000088
11259,40.761168,-73.984634,#00aa0088
11260,40.767058,-73.993857,#aa000088
11261,40.75071,-74.005878,#00aa0088
11262,40.718436,-74.002791,#aa000088
11263,40.754204,-73.992091,#00aa0088
11264,40.753861,-73.986694,#aa000088
11265,40.731788,-73.985337,#00aa0088
11266,40.776788,-73.957559,#aa000088
11267,40.786563,-73.968363,#00aa0088
11268,40.769967,-73.960495,#aa000088
11269,40.768404,-73.982358,#00aa0088
11270,40.732103,-74.007636,#aa000088
11271,40.73273,-73.990003,#00aa0088
11272,40.764239,-73.958472,#aa000088
11273,40.748781,-73.990777,#00aa0088
11274,40.71723,-73.998763,#aa000088
11275,40.766723,-73.978133,#00aa0088
11276,40.711214,-73.949171,#aa000088
11277,40.704577,-73.928498,#00aa0088
11278,40.754225,-73.980032,#aa000088
11279,40.750486,-73.990135,#00aa0088
11280,40.773082,-73.885292,#aa000088
11281,40.739387,-74.00143,#00aa0088
11282,40.755391,-73.967714,#aa000088
11283,40.744299,-73.980621,#00aa0088
11284,40.783041,-73.974228,#aa000088
11285,40.747874,-73.973456,#00aa0088
11286,40.774142,-73.872953,#aa000088
11287,40.777565,-73.95902,#00aa0088
11288,40.707415,-73.949961,#aa000088
11289,40.699454,-73.911665,#00aa0088
11290,40.751034,-73.994209,#aa000088
11291,40.67073,-73.989458,#00aa0088
11292,40.750694,-73.99117,#aa000088
11293,40.734347,-74.004691,#00aa0088
11294,40.726779,-73.989193,#aa000088
11295,40.723291,-74.003079,#00aa0088
11296,40.786213,-73.979755,#aa000088
11297,40.72271,-74.007328,#00aa0088
11298,40.755645,-73.978468,#aa000088
11299,40.760493,-73.971185,#00aa0088
11300,40.762967,-73.978193,#aa000088
11301,40.735762,-73.991362,#00aa0088
11302,40.752697,-73.966107,#aa000088
11303,40.774391,-73.872254,#00aa0088
11304,40.753924,-73.999359,#aa000088
11305,40.748093,-73.98913,#00aa0088
11306,40.705774,-73.966826,#aa000088
11307,40.742718,-74.007736,#00aa0088
11308,40.74175,-73.997697,#aa000088
11309,40.716278,-74.007604,#00aa0088
11310,40.746871,-73.988559,#aa000088
11311,40.728122,-73.999152,#00aa0088
11312,40.772553,-73.946575,#aa000088
11313,40.758858,-73.979172,#00aa0088
11314,40.728417,-73.999627,#aa000088
11315,40.750629,-73.985942,#00aa0088
11316,40.7677,-73.981152,#aa000088
11317,40.767745,-73.980812,#00aa0088
11318,40.75664,-73.967133,#aa000088
11319,40.774393,-73.96343,#00aa0088
11320,40.763238,-73.97352,#aa000088
11321,40.755343,-73.984063,#00aa0088
11322,40.725973,-73.99839,#aa000088
11323,40.740797,-74.004895,#00aa0088
11324,40.76064,-73.961161,#aa000088
11325,40.777082,-73.949674,#00aa0088
11326,40.741012,-74.005521,#aa000088
11327,40.745588,-73.989159,#00aa0088
11328,40.731909,-73.982184,#aa000088
11329,40.754985,-73.984272,#00aa0088
11330,40.761376,-73.963802,#aa000088
11331,40.729326,-74.000955,#00aa0088
11332,40.759659,-73.965056,#aa000088
11333,40.750589,-73.972722,#00aa0088
11334,40.762458,-73.965398,#aa000088
11335,40.780956,-73.979871,#00aa0088
11336,40.714932,-73.996902,#aa000088
11337,40.744238,-73.999269,#00aa0088
11338,40.781328,-73.954375,#aa000088
11339,40.754768,-73.968404,#00aa0088
11340,40.756457,-73.990305,#aa000088
11341,40.864295,-73.920739,#00aa0088
11342,40.719475,-73.99075,#aa000088
11343,40.728053,-73.99523,#00aa0088
11344,40.72527,-73.996934,#aa000088
11345,40.722261,-74.011023,#00aa0088
11346,40.760913,-73.983787,#aa000088
11347,40.761048,-73.997933,#00aa0088
11348,40.759203,-73.984702,#aa000088
11349,40.766328,-73.993705,#00aa0088
11350,40.739235,-74.001495,#aa000088
11351,40.747181,-73.989838,#00aa0088
11352,40.761469,-73.970943,#aa000088
11353,40.753145,-73.977113,#00aa0088
11354,40.705157,-74.012109,#aa000088
11355,40.751397,-73.971067,#00aa0088
11356,40.752264,-73.977414,#aa000088
11357,40.706758,-74.006017,#00aa0088
11358,40.748385,-73.98049,#aa000088
11359,40.742392,-73.978129,#00aa0088
11360,40.783515,-73.978539,#aa000088
11361,40.747747,-73.973153,#00aa0088
11362,40.745674,-74.005525,#aa000088
11363,40.729063,-74.000203,#00aa0088
11364,40.752235,-73.991379,#aa000088
11365,40.726406,-73.98919,#00aa0088
11366,40.764846,-73.980335,#aa000088
11367,40.759643,-73.972431,#00aa0088
11368,40.722025,-73.996574,#aa000088
11369,40.717821,-73.990395,#00aa0088
11370,40.764153,-73.988397,#aa000088
11371,40.737495,-74.005282,#00aa0088
11372,40.77306,-73.982351,#aa000088
11373,40.73894,-73.985393,#00aa0088
11374,40.770055,-73.99068,#aa000088
11375,40.790817,-73.953692,#00aa0088
11376,40.747357,-73.993674,#aa000088
11377,40.72722,-74.006988,#00aa0088
11378,40.740013,-74.003237,#aa000088
11379,40.726279,-73.98347,#00aa0088
11380,40.715525,-74.007516,#aa000088
11381,40.715959,-74.008775,#00aa0088
11382,40.784128,-73.977704,#aa000088
11383,40.748448,-73.978156,#00aa0088
11384,40.767567,-73.925656,#aa000088
11385,40.740399,-74.006228,#00aa0088
11386,40.755783,-73.994527,#aa000088
11387,40.738722,-74.006575,#00aa0088
11388,40.755829,-73.964702,#aa000088
11389,40.775594,-73.956047,#00aa0088
11390,40.745189,-73.991055,#aa000088
11391,40.746136,-73.992676,#00aa0088
11392,40.801597,-73.961129,#aa000088
11393,40.784207,-73.977493,#00aa0088
11394,40.782733,-73.973423,#aa000088
11395,40.75243,-73.996925,#00aa0088
11396,40.750023,-74.002584,#aa000088
11397,40.756601,-73.974494,#00aa0088
11398,40.746558,-73.94347,#aa000088
11399,40.742708,-73.934166,#00aa0088
11400,40.734148,-73.988804,#aa000088
11401,40.771814,-73.957297,#00aa0088
11402,40.757688,-73.986193,#aa000088
11403,40.75666,-73.974465,#00aa0088
11404,40.77656,-73.975747,#aa000088
11405,40.766242,-73.979462,#00aa0088
11406,40.735456,-73.989947,#aa000088
11407,40.685421,-73.951166,#00aa0088
11408,40.72989,-73.979171,#aa000088
11409,40.747031,-73.996623,#00aa0088
11410,40.769502,-73.954777,#aa000088
11411,40.756678,-73.97382,#00aa0088
11412,40.7623,-73.986894,#aa000088
11413,40.745346,-74.002063,#00aa0088
11414,40.723102,-74.006042,#aa000088
11415,40.752402,-73.978792,#00aa0088
11416,40.79103,-73.976583,#aa000088
11417,40.76578,-73.971781,#00aa0088
11418,40.73751,-73.992328,#aa000088
11419,40.727974,-74.00309,#00aa0088
11420,40.760883,-73.985413,#aa000088
11421,40.761945,-73.960237,#00aa0088
11422,40.742531,-73.9748,#aa000088
11423,40.765958,-73.919503,#00aa0088
11424,40.714862,-73.95897,#aa000088
11425,40.713068,-73.960363,#00aa0088
11426,40.765286,-73.971523,#aa000088
11427,40.716739,-74.013653,#00aa0088
11428,40.764331,-73.963801,#aa000088
11429,40.75254,-73.973075,#00aa0088
11430,40.748908,-73.981942,#aa000088
11431,40.752468,-73.978019,#00aa0088
11432,40.788583,-73.976564,#aa000088
11433,40.768104,-73.996312,#00aa0088
11434,40.755123,-73.97979,#aa000088
11435,40.731204,-73.985881,#00aa0088
11436,40.779552,-73.955614,#aa000088
11437,40.799177,-73.945628,#00aa0088
11438,40.734591,-73.9999,#aa000088
11439,40.732924,-73.994106,#00aa0088
11440,40.736586,-74.001234,#aa000088
11441,40.763791,-73.980006,#00aa0088
11442,40.771016,-73.865687,#aa000088
11443,40.757372,-73.971499,#00aa0088
11444,40.74499,-73.978397,#aa000088
11445,40.721821,-73.987515,#00aa0088
11446,40.771624,-73.982345,#aa000088
11447,40.727078,-73.99684,#00aa0088
11448,40.726989,-73.98027,#aa000088
11449,40.705357,-74.017198,#00aa0088
11450,40.782173,-73.975357,#aa000088
11451,40.774423,-73.981196,#00aa0088
11452,40.758348,-73.988946,#aa000088
11453,40.741398,-73.975577,#00aa0088
11454,40.757786,-73.973407,#aa000088
11455,40.783428,-73.954981,#00aa0088
11456,40.741941,-73.985005,#aa000088
11457,40.720605,-74.000666,#00aa0088
11458,40.794744,-73.966202,#aa000088
11459,40.773779,-73.981979,#00aa0088
11460,40.751411,-73.993774,#aa000088
11461,40.755042,-73.973148,#00aa0088
11462,40.723736,-73.999856,#aa000088
11463,40.760892,-73.994443,#00aa0088
11464,40.731482,-73.990634,#aa000088
11465,40.748619,-73.994545,#00aa0088
11466,40.677819,-74.00039,#aa000088
11467,40.674987,-73.971878,#00aa0088
11468,40.779069,-73.95819,#aa000088
11469,40.759869,-73.972374,#00aa0088
11470,40.756067,-73.967787,#aa000088
11471,40.740514,-73.979031,#00aa0088
11472,40.756598,-73.997732,#aa000088
11473,40.753375,-73.974861,#00aa0088
11474,40.715291,-74.008771,#aa000088
11475,40.72546,-74.00766,#00aa0088
11476,40.754554,-73.991119,#aa000088
11477,40.747191,-73.973783,#00aa0088
11478,40.677175,-73.983326,#aa000088
11479,40.659991,-73.960652,#00aa0088
11480,40.72376,-73.985593,#aa000088
11481,40.749203,-73.992155,#00aa0088
11482,40.755804,-73.991823,#aa000088
11483,40.751027,-73.982916,#00aa0088
11484,40.77822,-73.960841,#aa000088
11485,40.755948,-73.973092,#00aa0088
11486,40.729374,-73.981194,#aa000088
11487,40.683093,-73.950181,#00aa0088
11488,40.758557,-73.977026,#aa000088
11489,40.749946,-73.980164,#00aa0088
11490,40.743486,-73.973035,#aa000088
11491,40.761383,-73.977928,#00aa0088
11492,40.75707,-73.967826,#aa000088
11493,40.782848,-73.984697,#00aa0088
11494,40.77059,-73.951083,#aa000088
11495,40.73798,-73.977049,#00aa0088
11496,40.751414,-73.994075,#aa000088
11497,40.763377,-73.972436,#00aa0088
11498,40.764955,-73.980308,#aa000088
11499,40.755965,-73.978331,#00aa0088
11500,40.742617,-74.007845,#aa000088
11501,40.739881,-74.002851,#00aa0088
11502,40.732492,-73.990114,#aa000088
11503,40.71931,-74.004592,#00aa0088
11504,40.756104,-73.967167,#aa000088
11505,40.756104,-73.967165,#00aa0088
11506,40.733127,-73.987158,#aa000088
11507,40.722183,-73.977184,#00aa0088
11508,40.754046,-73.980557,#aa000088
11509,40.747321,-73.974235,#00aa0088
11510,40.782777,-73.955596,#aa000088
11511,40.738635,-73.994274,#00aa0088
11512,40.764814,-73.978167,#aa000088
11513,40.767636,-73.985003,#00aa0088
11514,40.754465,-73.96394,#aa000088
11515,40.77095,-73.865515,#00aa0088
11516,40.765516,-73.983642,#aa000088
11517,40.763897,-73.988776,#00aa0088
11518,40.725585,-73.996933,#aa000088
11519,40.765836,-73.991036,#00aa0088
